MeSH ID,MeSH Term
D016757,"Death, Sudden, Cardiac"
D003681,Dehydration
D055191,Delayed Emergence from Anesthesia
D051799,Delayed Graft Function
D003693,Delirium
D015161,"Dementia, Multi-Infarct"
D003728,Dental Calculus
D003790,Dental Pulp Necrosis
D003967,Diarrhea
D003968,"Diarrhea, Infantile"
D016154,Digestive System Fistula
D004108,"Dilatation, Pathologic"
D004172,Diplopia
D020969,Disease Attributes
D018450,Disease Progression
D060467,Disease Resistance
D004198,Disease Susceptibility
D004200,Diseases in Twins
D004240,Diverticulum
D004241,"Diverticulum, Colon"
D004936,"Diverticulum, Esophageal"
D004244,Dizziness
D004332,Drowning
D004377,Dumping Syndrome
D004401,Dysarthria
D064806,Dysbiosis
D060705,Dyscalculia
D004408,Dysgeusia
D004409,"Dyskinesia, Drug-Induced"
D020820,Dyskinesias
D004410,Dyslexia
D004411,"Dyslexia, Acquired"
D004412,Dysmenorrhea
D004415,Dyspepsia
D055154,Dysphonia
D004417,Dyspnea
D004418,"Dyspnea, Paroxysmal"
D004421,Dystonia
D053159,Dysuria
D004433,Earache
D004438,Ecchymosis
D004487,Edema
D004489,"Edema, Cardiac"
D004614,Emaciation
D020964,Embryo Loss
D000071257,Emergence Delirium
D004630,Emergencies
D004646,Emphysema
D004653,Empyema
D016724,"Empyema, Pleural"
D004677,Encephalocele
D004688,Encopresis
D057867,Endoleak
D019446,Endotoxemia
D017036,Epilepsia Partialis Continua
D004844,Epistaxis
D004884,Eructation
D004890,Erythema
D004937,Esophageal Fistula
D058734,Exsanguination
D000079822,Extranodal Extension
D005119,Extravasation of Diagnostic and Therapeutic Materials
D005130,Eye Hemorrhage
D005132,Eye Manifestations
D058447,Eye Pain
D005146,Facial Asymmetry
D005157,Facial Pain
D005158,Facial Paralysis
D019066,Facies
D055111,Failed Back Surgery Syndrome
D005183,Failure to Thrive
D005207,Fasciculation
D005218,Fat Necrosis
D005221,Fatigue
D005262,Feminization
D057925,Femoracetabular Impingement
D005271,Femur Head Necrosis
D005313,Fetal Death
D005316,Fetal Distress
D005317,Fetal Growth Retardation
D005311,Fetal Hypoxia
D005320,Fetal Macrosomia
D020567,Fetal Weight
D005334,Fever
D005335,Fever of Unknown Origin
D005355,Fibrosis
D005402,Fistula
D021501,Flank Pain
D005414,Flatulence
D005483,Flushing
D000073923,Food Intolerance
D005549,Foreign-Body Reaction
D000073496,Frailty
D016469,Fungemia
D005683,Gagging
D020235,Gait Apraxia
D020234,Gait Ataxia
D020233,"Gait Disorders, Neurologic"
D042882,Gallstones
D005734,Gangrene
D005747,Gastric Fistula
D006471,Gastrointestinal Hemorrhage
D018589,Gastroparesis
D020139,Gastroschisis
D020022,Genetic Predisposition to Disease
D042822,Genomic Instability
D000078064,Gestational Weight Gain
D005884,Gingival Hemorrhage
D005911,Gliosis
D006083,"Graft Occlusion, Vascular"
D006099,Granuloma
D016460,Granuloma Annulare
D015745,"Granuloma, Foreign-Body"
D006101,"Granuloma, Giant Cell"
D006102,"Granuloma, Laryngeal"
D006104,"Granuloma, Plasma Cell"
D017789,"Granuloma, Pyogenic"
D006130,Growth Disorders
D006209,Halitosis
D006212,Hallucinations
D006261,Headache
D000077299,Healthcare-Associated Pneumonia
D006311,Hearing Disorders
D034381,Hearing Loss
D006312,"Hearing Loss, Bilateral"
D006313,"Hearing Loss, Central"
D006314,"Hearing Loss, Conductive"
D006315,"Hearing Loss, Functional"
D006316,"Hearing Loss, High-Frequency"
D046089,"Hearing Loss, Mixed Conductive-Sensorineural"
D006317,"Hearing Loss, Noise-Induced"
D006319,"Hearing Loss, Sensorineural"
D003639,"Hearing Loss, Sudden"
D046088,"Hearing Loss, Unilateral"
D006327,Heart Block
D006337,Heart Murmurs
D006356,Heartburn
D006395,Hemarthrosis
D006396,Hematemesis
D006398,Hematocele
D006406,Hematoma
D006407,"Hematoma, Epidural, Cranial"
D046748,"Hematoma, Epidural, Spinal"
D006408,"Hematoma, Subdural"
D020199,"Hematoma, Subdural, Acute"
D020200,"Hematoma, Subdural, Chronic"
D046648,"Hematoma, Subdural, Intracranial"
D006417,Hematuria
D006423,Hemianopsia
D019569,Hemifacial Spasm
D006429,Hemiplegia
D006431,Hemobilia
D006456,Hemoglobinuria
D006461,Hemolysis
D006465,Hemoperitoneum
D006468,Hemopneumothorax
D006469,Hemoptysis
D006470,Hemorrhage
D006491,Hemothorax
D006529,Hepatomegaly
D006547,Hernia
D046449,"Hernia, Abdominal"
D006548,"Hernia, Diaphragmatic"
D006550,"Hernia, Femoral"
D006551,"Hernia, Hiatal"
D006552,"Hernia, Inguinal"
D006554,"Hernia, Umbilical"
D006555,"Hernia, Ventral"
D065630,"Hernias, Diaphragmatic, Congenital"
D006606,Hiccup
D006628,Hirsutism
D006685,Hoarseness
D006732,Horner Syndrome
D019584,Hot Flashes
D015160,Hydrops Fetalis
D012001,Hyperacusis
D006930,Hyperalgesia
D022124,Hyperammonemia
D006932,Hyperbilirubinemia
D051556,"Hyperbilirubinemia, Neonatal"
D053565,Hypercalciuria
D006935,Hypercapnia
D006939,Hyperemesis Gravidarum
D006941,Hyperesthesia
D006942,Hypergammaglobulinemia
D006948,Hyperkinesis
D065906,Hyperlactatemia
D018496,Hyperoxia
D006963,Hyperphagia
D006965,Hyperplasia
D000084462,Hyperthermia
D064250,Hypertriglyceridemic Waist
D006984,Hypertrophy
D017379,"Hypertrophy, Left Ventricular"
D017380,"Hypertrophy, Right Ventricular"
D033461,Hyperuricemia
D006985,Hyperventilation
D006987,Hypesthesia
D016857,Hypocapnia
D018476,Hypokinesia
D007035,Hypothermia
D007040,Hypoventilation
D020896,Hypovolemia
D000860,Hypoxia
D002534,"Hypoxia, Brain"
D020925,"Hypoxia-Ischemia, Brain"
D007049,Iatrogenic Disease
D007088,Illusions
D057910,Implant Capsular Contracture
D000069290,Incisional Hernia
D066088,Infant Death
D007238,Infarction
D020243,"Infarction, Anterior Cerebral Artery"
D020244,"Infarction, Middle Cerebral Artery"
D020762,"Infarction, Posterior Cerebral Artery"
D056989,Inferior Wall Myocardial Infarction
D007249,Inflammation
D000075662,Injection Site Reaction
D008607,Intellectual Disability
D007383,Intermittent Claudication
D000082122,Internal Hernia
D007405,Intervertebral Disc Displacement
D007412,Intestinal Fistula
D007417,Intestinal Polyps
D045822,Intestinal Volvulus
D020300,Intracranial Hemorrhages
D058926,Intraoperative Awareness
D007431,Intraoperative Complications
D007511,Ischemia
D007565,Jaundice
D007567,"Jaundice, Neonatal"
D041781,"Jaundice, Obstructive"
D020179,Jet Lag Syndrome
D007625,Kearns-Sayre Syndrome
D007627,Keloid
D007647,Kernicterus
D007669,Kidney Calculi
D020915,Korsakoff Syndrome
D048949,Labor Pain
D007805,Language Development Disorders
D007806,Language Disorders
D000067562,Late Onset Disorders
D007859,Learning Disabilities
D007870,Leg Length Inequality
D053609,Lethargy
D049292,Leukoaraiosis
D007964,Leukocytosis
D007971,Leukoplakia
D017733,"Leukoplakia, Hairy"
D007972,"Leukoplakia, Oral"
D020347,Lithiasis
D008103,Liver Cirrhosis
D008104,"Liver Cirrhosis, Alcoholic"
D008105,"Liver Cirrhosis, Biliary"
D008106,"Liver Cirrhosis, Experimental"
D000080422,Locked-In Syndrome
D008133,Long QT Syndrome
D000069451,Long Term Adverse Effects
D017116,Low Back Pain
D059411,Lower Urinary Tract Symptoms
D008207,Lymphatic Metastasis
D008305,Malignant Hyperthermia
D000087122,Mania
D059373,Mastodynia
D063130,Maternal Death
D008478,Mediastinal Emphysema
D000071896,Medically Unexplained Symptoms
D008551,Melena
D008569,Memory Disorders
D008588,Meningocele
D008595,Menorrhagia
D008599,Menstruation Disturbances
D005222,Mental Fatigue
D008679,Metaplasia
D037061,Metatarsalgia
D008796,Metrorrhagia
D048629,"Micronuclei, Chromosome-Defective"
D053842,Microsatellite Instability
D000073436,Microvascular Rarefaction
D015877,Miosis
D051346,Mobility Limitation
D009006,Monosomy
D048968,Morning Sickness
D000070607,Morton Neuroma
D009041,Motion Sickness
D009058,Mouth Breathing
D000071069,Multiple Chronic Conditions
D009102,Multiple Organ Failure
D009120,Muscle Cramp
D009122,Muscle Hypertonia
D009123,Muscle Hypotonia
D009127,Muscle Rigidity
D009128,Muscle Spasticity
D018908,Muscle Weakness
D009133,Muscular Atrophy
D059352,Musculoskeletal Pain
D009155,Mutism
D063806,Myalgia
D009203,Myocardial Infarction
D015428,Myocardial Reperfusion Injury
D017682,Myocardial Stunning
D009207,Myoclonus
D020385,Myokymia
D009222,Myotonia
D000081030,Myotoxicity
D009264,"Nails, Malformed"
D009298,Nasal Polyps
D009325,Nausea
D019547,Neck Pain
D009336,Necrosis
D058069,Neglected Diseases
D058426,Neointima
D000071074,Neonatal Sepsis
D009362,Neoplasm Metastasis
D061206,Neoplasm Micrometastasis
D009364,"Neoplasm Recurrence, Local"
D009365,"Neoplasm Regression, Spontaneous"
D009366,Neoplasm Seeding
D018365,"Neoplasm, Residual"
D009382,"Neoplasms, Unknown Primary"
D009360,"Neoplastic Cells, Circulating"
D009385,Neoplastic Processes
D009389,"Neovascularization, Pathologic"
D054989,Nephrogenic Fibrosing Dermopathy
D009410,Nerve Degeneration
D009437,Neuralgia
D051474,"Neuralgia, Postherpetic"
D019954,Neurobehavioral Manifestations
D020078,Neurogenic Inflammation
D009461,Neurologic Manifestations
D020879,Neuromuscular Manifestations
D054318,No-Reflow Phenomenon
D059226,Nociceptive Pain
D053158,Nocturia
D000072658,Non-ST Elevated Myocardial Infarction
D000073296,Noncommunicable Diseases
D009765,Obesity
,"Obesity, Maternal"
D000067329,"Obesity, Metabolically Benign"
D009767,"Obesity, Morbid"
D009794,Ochronosis
D000857,Olfaction Disorders
D009839,Oligomenorrhea
D009846,Oliguria
D009886,Ophthalmoplegia
D017246,"Ophthalmoplegia, Chronic Progressive External"
D000079689,Opioid-Induced Constipation
D006472,Oral Hemorrhage
D009912,Oral Manifestations
D009957,Oroantral Fistula
D054971,Orthostatic Intolerance
D017887,Ossification of Posterior Longitudinal Ligament
D009999,"Ossification, Heterotopic"
D010020,Osteonecrosis
D000081015,Ototoxicity
D000082843,Ovarian Torsion
D050177,Overweight
D010146,Pain
D010148,"Pain, Intractable"
D010149,"Pain, Postoperative"
D000073818,"Pain, Procedural"
D053591,"Pain, Referred"
D010185,Pancreatic Fistula
D010243,Paralysis
D020335,Paraparesis
D020336,"Paraparesis, Spastic"
D010264,Paraplegia
D018512,Parasitemia
D063129,Parental Death
D010291,Paresis
D010292,Paresthesia
D010310,Parovarian Cyst
D020763,"Pathological Conditions, Anatomical"
D063766,Pediatric Obesity
D059388,Pelvic Girdle Pain
D056887,Pelvic Organ Prolapse
D017699,Pelvic Pain
D010438,Peptic Ulcer Hemorrhage
D010468,Perceptual Disorders
D066087,Perinatal Death
D056627,Peritoneal Fibrosis
D018458,Persistent Vegetative State
D010591,Phantom Limb
D010677,Philadelphia Chromosome
D020795,Photophobia
D010842,Pica
D010859,Pigmentation Disorders
D055958,Piriformis Muscle Syndrome
D058225,"Plaque, Amyloid"
D058226,"Plaque, Atherosclerotic"
D053717,"Pneumonia, Ventilator-Associated"
D059606,Polydipsia
D059607,"Polydipsia, Psychogenic"
D011127,Polyps
D011141,Polyuria
D000080942,Post-Cardiac Arrest Syndrome
D017562,Postcholecystectomy Syndrome
D011178,Postgastrectomy Syndromes
D011180,Postmortem Changes
D000079690,Postoperative Cognitive Complications
D011183,Postoperative Complications
D019106,Postoperative Hemorrhage
D020250,Postoperative Nausea and Vomiting
D006473,Postpartum Hemorrhage
D011185,Postpericardiotomy Syndrome
D065446,Premenstrual Dysphoric Disorder
D011293,Premenstrual Syndrome
D011304,Presbycusis
D055031,Primary Graft Dysfunction
D057178,Primary Progressive Nonfluent Aphasia
D062706,Prodromal Symptoms
D011391,Prolapse
D020238,Prosopagnosia
D053448,Prostatism
D011475,Prosthesis Failure
D016459,Prosthesis-Related Infections
D011507,Proteinuria
D011537,Pruritus
D019591,Pseudophakia
D011595,Psychomotor Agitation
D011596,Psychomotor Disorders
D011602,Psychophysiologic Disorders
D060545,Pudendal Neuralgia
D054060,Pulmonary Infarction
D011681,Pupil Disorders
D011693,Purpura
D055665,Purpura Fulminans
,"Purpura, Schoenlein-Henoch"
D011696,"Purpura, Thrombocytopenic"
D016553,"Purpura, Thrombocytopenic, Idiopathic"
D011697,"Purpura, Thrombotic Thrombocytopenic"
D011782,Quadriplegia
D035583,Rare Diseases
D012003,Rectal Fistula
D012005,Rectal Prolapse
D020047,Rectocele
D012006,Rectovaginal Fistula
D012008,Recurrence
D012021,"Reflex, Abnormal"
D000084063,Reinfection
D012075,"Remission, Spontaneous"
D056844,Renal Colic
D015427,Reperfusion Injury
D053120,Respiratory Aspiration
D063466,Respiratory Aspiration of Gastric Contents
D012133,Respiratory Paralysis
D012135,Respiratory Sounds
D016156,Respiratory Tract Fistula
D012166,Retinal Hemorrhage
D015861,Retinal Neovascularization
D012185,Retroperitoneal Fibrosis
D000086722,Rhinorrhea
D029597,Romano-Ward Syndrome
D012422,"Rupture, Spontaneous"
D020792,Salivary Calculi
D015494,Salivary Gland Calculi
D055948,Sarcopenia
D012585,Sciatica
D012598,Sclerosis
D012607,Scotoma
D012640,Seizures
D003294,"Seizures, Febrile"
D012678,Sensation Disorders
D018805,Sepsis
D049291,Seroma
D012729,Sex Chromosome Aberrations
D012749,Sexually Transmitted Diseases
D015231,"Sexually Transmitted Diseases, Bacterial"
D015229,"Sexually Transmitted Diseases, Viral"
D012769,Shock
D012770,"Shock, Cardiogenic"
D012771,"Shock, Hemorrhagic"
D012772,"Shock, Septic"
D012773,"Shock, Surgical"
D012774,"Shock, Traumatic"
D012778,Short Bowel Syndrome
D020069,Shoulder Pain
D012804,Sick Sinus Syndrome
D012817,"Signs and Symptoms, Digestive"
D012818,"Signs and Symptoms, Respiratory"
D012877,Skin Manifestations
D012892,Sleep Deprivation
D012893,Sleep Wake Disorders
D000077260,Sleepiness
D012912,Sneezing
D012913,Snoring
D000075529,Solitary Kidney
D020886,Somatosensory Disorders
D018489,Space Motion Sickness
D013035,Spasm
D000080888,Specific Language Disorder
D013064,Speech Disorders
D013088,Spermatocele
D013159,Splenic Infarction
D013163,Splenomegaly
D000072657,ST Elevation Myocardial Infarction
D000069856,Staghorn Calculi
D013226,Status Epilepticus
D050497,Stillbirth
D057896,Striae Distensae
D059409,"Stroke, Lacunar"
D053608,Stupor
D013342,Stuttering
D013345,Subarachnoid Hemorrhage
D013352,Subcutaneous Emphysema
D013398,Sudden Infant Death
D000080485,Sudden Unexpected Death in Epilepsy
D013492,Suppuration
D013494,"Supranuclear Palsy, Progressive"
D013529,Surgical Wound Dehiscence
D013530,Surgical Wound Infection
D055955,Susac Syndrome
D000067251,Symptom Flare Up
D013575,Syncope
D019462,"Syncope, Vasovagal"
D013577,Syndrome
D046608,Synkinesis
D018746,Systemic Inflammatory Response Syndrome
D054160,Systolic Murmurs
D013610,Tachycardia
D013611,"Tachycardia, Atrioventricular Nodal Reentry"
D013612,"Tachycardia, Ectopic Atrial"
D013613,"Tachycardia, Ectopic Junctional"
D013614,"Tachycardia, Paroxysmal"
D054139,"Tachycardia, Reciprocating"
D013616,"Tachycardia, Sinus"
D013617,"Tachycardia, Supraventricular"
D017180,"Tachycardia, Ventricular"
D059246,Tachypnea
D000071057,Tardive Dyskinesia
D013651,Taste Disorders
D064793,Teratogenesis
D000072717,Tertiary Lymphoid Structures
D013746,Tetany
D013851,Thinness
D020323,Tics
D014008,Tinea Pedis
D014012,Tinnitus
D000267,Tissue Adhesions
D014098,Toothache
D016171,Torsades de Pointes
D014103,Torticollis
D000081028,Toxic Optic Neuropathy
D014138,Tracheoesophageal Fistula
D059245,Transient Tachypnea of the Newborn
D014178,"Translocation, Genetic"
D000076082,Travel-Related Illness
D014202,Tremor
D014313,Trismus
D014314,Trisomy
D014456,Ulcer
D014474,Unconsciousness
D000080842,Undiagnosed Diseases
D024182,Uniparental Disomy
D014514,Ureteral Calculi
D001744,Urinary Bladder Calculi
D001750,"Urinary Bladder, Neurogenic"
D053201,"Urinary Bladder, Overactive"
D000077295,"Urinary Bladder, Underactive"
D014545,Urinary Calculi
D014548,Urinary Fistula
D014549,Urinary Incontinence
D014550,"Urinary Incontinence, Stress"
D053202,"Urinary Incontinence, Urge"
D020924,Urological Manifestations
D052245,Usher Syndromes
D014592,Uterine Hemorrhage
D014596,Uterine Prolapse
D060725,Uterine Retroversion
D014624,Vaginal Fistula
D016157,Vascular Fistula
D066253,Vascular Remodeling
D056987,Vasoplegia
D014693,Ventricular Fibrillation
D054141,Ventricular Flutter
D018879,Ventricular Premature Complexes
D020257,Ventricular Remodeling
D014717,Vertigo
D014719,Vesicovaginal Fistula
D014766,Viremia
D014770,Virilism
D059265,Visceral Pain
D014782,Visceral Prolapse
D014786,Vision Disorders
D015354,"Vision, Low"
D014823,Vitreous Hemorrhage
D014826,Vocal Cord Paralysis
D014832,Voice Disorders
D014839,Vomiting
D015430,Weight Gain
D015431,Weight Loss
D014997,XYY Karyotype
D016711,Yang Deficiency
D016710,Yin Deficiency
D016672,Zenker Diverticulum
D058489,"46, XX Disorders of Sex Development"
D000026,"Abortion, Habitual"
D000027,"Abortion, Incomplete"
D000030,"Abortion, Missed"
D000031,"Abortion, Septic"
D000022,"Abortion, Spontaneous"
D000033,"Abortion, Threatened"
D000037,Abruptio Placentae
D000141,"Acidosis, Renal Tubular"
D058186,Acute Kidney Injury
D062788,Adenomyosis
D000291,Adnexal Diseases
D000312,"Adrenal Hyperplasia, Congenital"
D047808,Adrenogenital Syndrome
D016263,AIDS-Associated Nephropathy
D000419,Albuminuria
D013734,Androgen-Insensitivity Syndrome
D000858,Anovulation
D019867,Anti-Glomerular Basement Membrane Disease
D001002,Anuria
D053627,Asthenozoospermia
D059268,Atrophic Vaginitis
D065766,Atypical Hemolytic Uremic Syndrome
D065309,Atypical Squamous Cells of the Cervix
D053713,Azoospermia
D053099,Azotemia
D001437,Bacteriuria
D001446,Balanitis
D052798,Balanitis Xerotica Obliterans
D001449,Balkan Nephropathy
D001477,Bartter Syndrome
D001746,Bladder Exstrophy
D001946,Breech Presentation
D001948,Brenner Tumor
D002181,"Candidiasis, Vulvovaginal"
D018269,"Carcinoma, Endometrioid"
D000077216,"Carcinoma, Ovarian Epithelial"
D002292,"Carcinoma, Renal Cell"
D059347,Cardio-Renal Syndrome
D002690,Chlamydia Infections
D002821,Chorioamnionitis
D002822,Choriocarcinoma
D012080,Chronic Kidney Disease-Mineral and Bone Disorder
D003456,Cryptorchidism
D003555,Cystinuria
D003556,Cystitis
D018856,"Cystitis, Interstitial"
D052858,Cystocele
D057973,Dent Disease
D030321,Denys-Drash Syndrome
D019052,"Depression, Postpartum"
D003919,Diabetes Insipidus
D018500,"Diabetes Insipidus, Nephrogenic"
D020790,"Diabetes Insipidus, Neurogenic"
D016640,"Diabetes, Gestational"
D003928,Diabetic Nephropathies
D058490,"Disorder of Sex Development, 46,XY"
D012734,Disorders of Sex Development
D053207,Diurnal Enuresis
D004414,Dyspareunia
D004420,Dystocia
D004461,Eclampsia
D004619,"Embolism, Amniotic Fluid"
D020964,Embryo Loss
D004714,Endometrial Hyperplasia
D016889,Endometrial Neoplasms
D036821,Endometrial Stromal Tumors
D004715,Endometriosis
D004716,Endometritis
D004775,Enuresis
D004823,Epididymitis
D004842,Epispadias
D007172,Erectile Dysfunction
D004899,"Erythroblastosis, Fetal"
D005184,Fallopian Tube Diseases
D005185,Fallopian Tube Neoplasms
